idx,emotion,text,val_ind,test_ind,train_ind
2210,"fear",I was inside the car with my husband and we were assaulted with a gun at 10 o'clock in the evening.,,4987.0,
2211,"anger",When they changed my office to another room without my agreement.,,6598.0,
2212,"sadness","I couldn't sleep, and began to remind of my childhood. We are many sisters and at that time we were spanked a lot and I don't know why I started to remind of the spanks they and I had had, their shouts when this happened.",,6115.0,
2213,"disgust",When I red a report in the magazine VESA about an Iranian telling what she had lived in the prisons in Iran. I felt disgust about that people.,,5538.0,
2214,"shame",I made a comment that at the moment didn't fit.,,4117.0,
2215,"guilt","When my niece was 3 years old she was in the living room while we were fixing the table for a birthday party and, as every child, she couldn't stay calm. She burst a balloon. When I told her to be quiet her father pinched her. I believe if I hadn't said anything this wouldn't have happened.",,529.0,
2216,"joy","I was in ILHA GRANDE with a wonderful sun, with wonderful people, with a wonderful sea, with a wonderful boy.",,2140.0,
2217,"fear",When I was looking for a job I felt a lot of fear but the fear was greater when I found it.,,215.0,
2218,"anger",This feeling occurred to me when my colleague entered in G.V. (University) and I didn't.,,2890.0,
2219,"sadness","When I applied for the college entrance examination to FUVEST, and I wasn't approved in the second fase.",,496.0,
2220,"disgust","I had this feeling when I met a girl, not that she was dirty but she was to """"fresh"""", dump and childish.",,1666.0,
2221,"shame","I was very fat, and was ashamed of my body.",,1209.0,
2222,"guilt",When my ex-boyfriend didn't want to sleep with me anymore and I insisted. We made love but he felt very badly and I felt guilty.,,2314.0,
2223,"joy",I felt happy when my mother borrowed me the car in order to let me go out alone for the first time.,,2148.0,
2224,"fear",I felt afraid when I smoked maryhuana for the first time in my life with a lot of friends in the middle of the street at day brake.,,4430.0,
2225,"anger","I felt anger when I had a fight with my father, and he beated me. My mother came to help me (because I was beeing beated) and he also beated my mother.",,6618.0,
2226,"sadness",It happened when I lost two very intimate friends in a car accident.,,6923.0,
2227,"disgust",I felt disgust of my father when I knew he had a lover.,,348.0,
2228,"shame",When my mother found out that I smoke maryhuana.,,4423.0,
2229,"guilt","I felt guilty when I """"stole"""" the boyfriend of a friend of mine.",,688.0,
2230,"joy",Always when I am well succeded.,,4095.0,
2231,"fear",When there is danger nearby.,,3230.0,
2232,"anger",I feel anger when things don't come out as I wish.,,3632.0,
2233,"sadness",When I couldn't go for a trip with my friends in a holiday.,,7296.0,
2234,"disgust",Disgust of drunkers and of blood.,,1107.0,
2235,"shame",Shame of being reprehended.,,850.0,
2236,"guilt",When I shout at a colleague in classroom.,,4704.0,
2237,"joy","When there was a possibility of getting on better in professional life. I valorized very much this aspect. People showed me this possibility, not the real fact (even because until now ...)",,4296.0,
2238,"fear","When I was curious about it and went to a spiritism session with a friend. I had already been there other times (many times when I was younger) but that day, even if I don't believe in spiritism I was terribly afraid that something would happen to me (sort of incorporation !).",,4173.0,
2239,"anger",When they denied a job to a person that I propsed giving political reasons that has nothing to do directly with the professional level.,,252.0,
2240,"sadness","During an informal talk with a friend when we talk about the life of another person, a common friend, that is in a situation of not being able to assume certain problems that he decided to solve, that is, she herself suggested the problems and decided to solve them but didn't get it until the moment.",,5844.0,
2241,"disgust","When my friends and I were camping in a weekend, and with little food, we met a middle age couple from a small town that invited us to eat in their house. Their house was small, badly built with old and dirty forniture and utensils. The problem was with pans, and dishes, and even the food.",,6018.0,
2242,"shame",When I went to meet the family of my boyfriend in a party in his house. His mother was eager to know me and all his friends ready to make jokes about the situation.,,601.0,
2243,"guilt","When I met another person I began to go out with him, and my boyfriend (with marriage accorded) met us together he did a great scandal, he broke the engagement and I began to go out with the other, and it didn't work because my mind was all mixed up.",,1206.0,
2244,"joy",When I got a wedding ring of diamond from the boy I loved.,,2657.0,
2245,"fear","Afraid of getting alone without friends, without anybody.",,895.0,
2246,"anger",When they stole my dark blue tennis.,,558.0,
2247,"sadness","When I became conscious that men don't wnat anything they don't have a goal. They have: sex, but this isn't important.",,1419.0,
2248,"disgust",When I went in a clinical hospital and saw in what conditions people are attended there.,,6000.0,
2249,"shame","In the last day of carnaval I met a boy and began to flirt with him. I was in love with him. When he introduced me to his friends I died of shame because I was with them before, I met my boyfriend in carnaval.",,6545.0,
2250,"guilt","When I didn't pass the examinations for FUVEST I felt myself guilty for I should have studied. I had the opportunities, and I drew them out.",,3045.0,
2251,"joy",When I met again a great friend and talked a little while with him. When I see again another I miss.,,7371.0,
2252,"fear","I feel afraid of the way a great friend looks at me, and also a little afraid of the directions that it's going.",,546.0,
2253,"anger","I felt anger of a friend when she met """"a date"""" and become nervous and pest as she always gets when she meets him.",,3613.0,
2254,"sadness","When I knew almost the same day about two great friends of mine that had serious existential crisis, and mainly when I notice that I'm in the same situation that they are, but I didn't realize it.",,5158.0,
2255,"disgust","When some friends and I get acquainted a guy during vacations I thought he was disgusted and """"a friend"""" of mine for whom I feel a little disgust wanted to stay with him.",,413.0,
2256,"shame",I felt shame when I had to talk with a person that I hadn't seen for many years. Shame that he wouldn't recognize me or that I wouldn't know what to say.,,6583.0,
2257,"guilt","When I wished secretly and lied to a friend of mine because I didn't want her to stay in my house on the beach (as she always does), and wouldn't stick on me.",,3994.0,
2258,"joy",When I entered University.,,6749.0,
2259,"fear",I have been afraid several times. What marked me was that I almost didn't enter University.,,6657.0,
2260,"anger","I'm crazy about football. When my team lost a goal in the Paulist championship, and so it lost the classifications.",,829.0,
2261,"sadness","When my grandmother, my second mother died.",,6495.0,
2262,"disgust",When a girl that I liked didn't accept my curting.,,7093.0,
2263,"shame",When I had my first sexual relation and it didn't work.,,4253.0,
2264,"guilt","When my father had a serious fight with my sister, because of me.",,3527.0,
2265,"joy","When I met a girl and asked her for a date and she agreed, (I thought this girl would never like me), this was an emotion of joy.",,3274.0,
